Order_ID,Order_Date,Month,Month_Name,Week,Store,City,Category,Product,Quantity,Price,Discount,Sales,Profit,Payment_Mode
ORD00055,2023-06-03,6,June,22,DMart-Pune-2,Pune,Beverages,Detergent,4,361,0.1,1299.6,234.55,UPI
ORD00056,2023-04-09,4,April,14,DMart-Nagpur-1,Nagpur,Personal Care,Juice,2,366,0.19,592.92,126.78,Cash
ORD00057,2023-06-05,6,June,23,DMart-Nagpur-2,Nagpur,Dairy,Toothpaste,5,240,0.19,972.0,224.47,Wallet
ORD00058,2023-08-15,8,August,33,DMart-Nagpur-3,Nagpur,Household,Eggs,2,262,0.21,413.96,48.42,Card
ORD00059,2023-02-17,2,February,7,DMart-Pune-1,Pune,Beverages,Soap,2,135,0.04,259.2,27.19,Wallet
ORD00060,2023-11-09,11,November,45,DMart-Nagpur-1,Nagpur,Personal Care,Sugar,5,232,0.06,1090.4,265.7,Wallet
ORD00061,2023-07-24,7,July,30,DMart-Nashik-1,Nashik,Dairy,Soap,1,355,0.28,255.6,63.95,Cash
ORD00062,2023-08-06,8,August,31,DMart-Pune-1,Pune,Dairy,Soap,5,431,0.14,1853.3,203.94,Cash
ORD00063,2023-08-22,8,August,34,DMart-Nashik-1,Nashik,Personal Care,Milk,5,361,0.17,1498.15,328.23,Wallet
ORD00064,2023-11-10,11,November,45,DMart-Thane-3,Thane,Personal Care,Detergent,5,445,0.14,1913.5,534.71,Wallet
ORD00065,2023-08-19,8,August,33,DMart-Nagpur-2,Nagpur,Dairy,Shampoo,3,450,0.24,1026.0,262.18,UPI
ORD00066,2023-05-21,5,May,20,DMart-Pune-3,Pune,Groceries,Tea,3,385,0.07,1074.15,165.79,Cash
ORD00067,2023-03-12,3,March,10,DMart-Nagpur-1,Nagpur,Dairy,Milk,2,216,0.22,336.96,48.11,Wallet
ORD00068,2023-06-19,6,June,25,DMart-Nagpur-1,Nagpur,Personal Care,Tissue,1,232,0.06,218.08,58.14,Cash
ORD00069,2023-10-22,10,October,42,DMart-Nashik-2,Nashik,Personal Care,Water,3,23,0.09,62.79,15.74,Wallet
ORD00070,2023-10-03,10,October,40,DMart-Nagpur-1,Nagpur,Household,Tissue,2,479,0.15,814.3,117.17,Wallet
ORD00071,2023-01-15,1,January,2,DMart-Nagpur-2,Nagpur,Beverages,Water,4,362,0.23,1114.96,148.3,UPI
ORD00072,2023-11-15,11,November,46,DMart-Mumbai-1,Mumbai,Groceries,Tissue,4,484,0.18,1587.52,337.95,Cash
ORD00073,2023-11-26,11,November,47,DMart-Nagpur-1,Nagpur,Dairy,Juice,4,463,0.05,1759.4,193.63,Card
ORD00074,2023-04-19,4,April,16,DMart-Nashik-2,Nashik,Beverages,Tea,4,192,0.08,706.56,176.92,Wallet
ORD00075,2023-05-10,5,May,19,DMart-Pune-3,Pune,Personal Care,Sugar,5,29,0.01,143.55,43.06,UPI
ORD00076,2023-11-29,11,November,48,DMart-Nashik-2,Nashik,Groceries,Sugar,1,406,0.3,284.2,42.48,Cash
ORD00077,2023-11-15,11,November,46,DMart-Pune-1,Pune,Dairy,Milk,4,84,0.21,265.44,32.62,Wallet
ORD00078,2023-12-25,12,December,52,DMart-Thane-3,Thane,Beverages,Shampoo,5,105,0.19,425.25,124.49,Cash
ORD00079,2023-03-25,3,March,12,DMart-Thane-2,Thane,Groceries,Toothpaste,1,316,0.29,224.36,36.43,Wallet
ORD00080,2023-07-23,7,July,29,DMart-Pune-2,Pune,Groceries,Eggs,2,323,0.03,626.62,150.04,Cash
ORD00081,2023-10-17,10,October,42,DMart-Nagpur-3,Nagpur,Beverages,Wheat,4,292,0.21,922.72,160.66,Card
ORD00082,2023-01-07,1,January,1,DMart-Nashik-3,Nashik,Personal Care,Juice,4,74,0.3,207.2,35.73,Wallet
ORD00083,2023-12-29,12,December,52,DMart-Thane-1,Thane,Personal Care,Milk,5,110,0.3,385.0,88.59,Wallet
ORD00084,2023-08-27,8,August,34,DMart-Nashik-3,Nashik,Household,Juice,3,157,0.27,343.83,51.26,Cash
ORD00085,2023-05-23,5,May,21,DMart-Nagpur-1,Nagpur,Dairy,Tea,4,404,0.18,1325.12,294.26,Card
ORD00086,2023-01-15,1,January,2,DMart-Pune-2,Pune,Beverages,Coffee,4,113,0.06,424.88,72.64,Card
ORD00087,2023-05-24,5,May,21,DMart-Pune-1,Pune,Household,Shampoo,5,25,0.3,87.5,12.09,Wallet
ORD00088,2023-09-08,9,September,36,DMart-Nagpur-2,Nagpur,Dairy,Tissue,4,373,0.2,1193.6,289.29,Cash
ORD00089,2023-02-17,2,February,7,DMart-Pune-3,Pune,Dairy,Toothpaste,2,227,0.09,413.14,96.18,Wallet
ORD00090,2023-10-11,10,October,41,DMart-Nagpur-2,Nagpur,Beverages,Detergent,5,237,0.1,1066.5,181.69,Card
ORD00091,2023-06-06,6,June,23,DMart-Nagpur-3,Nagpur,Dairy,Shampoo,2,81,0.1,145.8,18.07,UPI
ORD00092,2023-04-09,4,April,14,DMart-Pune-2,Pune,Personal Care,Eggs,5,161,0.24,611.8,125.37,Cash
ORD00093,2023-04-10,4,April,15,DMart-Nagpur-3,Nagpur,Dairy,Toothpaste,2,204,0.09,371.28,38.18,UPI
ORD00094,2023-05-21,5,May,20,DMart-Thane-2,Thane,Groceries,Wheat,3,303,0.22,709.02,204.78,Wallet
ORD00095,2023-02-22,2,February,8,DMart-Mumbai-3,Mumbai,Household,Rice,4,165,0.15,561.0,105.52,Cash
ORD00096,2023-05-10,5,May,19,DMart-Thane-1,Thane,Groceries,Coffee,1,440,0.12,387.2,76.8,Cash
ORD00097,2023-03-19,3,March,11,DMart-Nashik-1,Nashik,Household,Milk,1,175,0.07,162.75,20.13,Wallet
ORD00098,2023-11-07,11,November,45,DMart-Nashik-2,Nashik,Household,Soap,4,214,0.29,607.76,114.59,Wallet
ORD00099,2023-06-06,6,June,23,DMart-Thane-2,Thane,Household,Wheat,1,398,0.3,278.6,70.36,UPI
ORD00100,2023-05-16,5,May,20,DMart-Mumbai-1,Mumbai,Dairy,Sugar,2,142,0.17,235.72,27.11,Wallet
ORD00101,2023-08-19,8,August,33,DMart-Thane-3,Thane,Beverages,Coffee,2,36,0.09,65.52,15.82,Wallet
ORD00102,2023-02-06,2,February,6,DMart-Pune-1,Pune,Beverages,Soap,5,423,0.21,1670.85,435.73,Wallet
ORD00103,2023-02-28,2,February,9,DMart-Mumbai-3,Mumbai,Dairy,Tissue,2,351,0.29,498.42,76.32,Cash
ORD00104,2023-01-31,1,January,5,DMart-Mumbai-2,Mumbai,Beverages,Bread,5,324,0.29,1150.2,181.41,Wallet
ORD00105,2023-12-19,12,December,51,DMart-Mumbai-2,Mumbai,Personal Care,Toothpaste,5,159,0.17,659.85,131.15,Cash
ORD00106,2023-08-10,8,August,32,DMart-Thane-2,Thane,Household,Chips,1,148,0.02,145.04,21.14,Cash
ORD00107,2023-12-11,12,December,50,DMart-Nagpur-2,Nagpur,Household,Shampoo,2,40,0.15,68.0,13.86,Card
ORD00108,2023-04-03,4,April,14,DMart-Pune-3,Pune,Personal Care,Juice,4,66,0.11,234.96,42.69,Cash
ORD00109,2023-03-24,3,March,12,DMart-Nagpur-1,Nagpur,Personal Care,Chips,4,375,0.09,1365.0,317.39,Cash
ORD00110,2023-08-21,8,August,34,DMart-Nagpur-1,Nagpur,Beverages,Sugar,3,149,0.03,433.59,127.49,Cash
ORD00111,2023-12-03,12,December,48,DMart-Thane-1,Thane,Personal Care,Tissue,1,231,0.06,217.14,44.23,Wallet
ORD00112,2023-11-17,11,November,46,DMart-Pune-2,Pune,Groceries,Tea,3,124,0.17,308.76,38.97,Wallet
ORD00113,2023-12-24,12,December,51,DMart-Mumbai-3,Mumbai,Groceries,Coffee,5,34,0.25,127.5,18.85,Card
ORD00114,2023-10-10,10,October,41,DMart-Nashik-3,Nashik,Household,Rice,1,228,0.07,212.04,63.28,Cash
ORD00115,2023-08-25,8,August,34,DMart-Nagpur-1,Nagpur,Dairy,Oil,3,275,0.16,693.0,167.07,Wallet
ORD00116,2023-08-30,8,August,35,DMart-Thane-1,Thane,Personal Care,Soap,2,302,0.12,531.52,73.41,UPI
ORD00117,2023-02-05,2,February,5,DMart-Pune-2,Pune,Personal Care,Shampoo,5,194,0.08,892.4,235.69,Card
ORD00118,2023-10-28,10,October,43,DMart-Nagpur-3,Nagpur,Dairy,Coffee,5,248,0.15,1054.0,178.15,Wallet
ORD00119,2023-08-22,8,August,34,DMart-Nashik-2,Nashik,Dairy,Chips,2,377,0.18,618.28,109.18,Wallet
ORD00120,2023-01-23,1,January,4,DMart-Nashik-1,Nashik,Personal Care,Chips,4,381,0.12,1341.12,399.23,UPI
ORD00121,2023-09-11,9,September,37,DMart-Nashik-2,Nashik,Dairy,Wheat,5,277,0.1,1246.5,341.47,Wallet
ORD00122,2023-02-21,2,February,8,DMart-Mumbai-3,Mumbai,Personal Care,Detergent,2,27,0.13,46.98,12.88,Cash
ORD00123,2023-08-29,8,August,35,DMart-Pune-3,Pune,Beverages,Shampoo,4,339,0.2,1084.8,125.91,Wallet
ORD00124,2023-06-12,6,June,24,DMart-Thane-2,Thane,Household,Coffee,5,38,0.02,186.2,27.36,Card
ORD00125,2023-04-27,4,April,17,DMart-Pune-2,Pune,Personal Care,Sugar,1,70,0.14,60.2,8.02,Cash
ORD00126,2023-01-24,1,January,4,DMart-Pune-1,Pune,Groceries,Chips,3,170,0.11,453.9,84.49,Wallet
ORD00127,2023-10-17,10,October,42,DMart-Thane-1,Thane,Dairy,Bread,1,109,0.19,88.29,24.21,UPI
ORD00128,2023-09-12,9,September,37,DMart-Mumbai-1,Mumbai,Dairy,Milk,3,256,0.14,660.48,99.78,Wallet
ORD00129,2023-05-28,5,May,21,DMart-Thane-1,Thane,Dairy,Tissue,4,57,0.3,159.6,26.99,Card
ORD00130,2023-11-24,11,November,47,DMart-Nashik-2,Nashik,Beverages,Juice,3,253,0.06,713.46,213.95,Wallet
ORD00131,2023-02-24,2,February,8,DMart-Thane-3,Thane,Personal Care,Soap,3,312,0.18,767.52,122.17,Card
ORD00132,2023-01-12,1,January,2,DMart-Thane-3,Thane,Beverages,Water,5,24,0.27,87.6,20.78,Cash
ORD00133,2023-11-07,11,November,45,DMart-Pune-1,Pune,Beverages,Coffee,2,417,0.19,675.54,175.9,UPI
ORD00134,2023-11-14,11,November,46,DMart-Mumbai-1,Mumbai,Dairy,Shampoo,1,341,0.28,245.52,55.36,Card
ORD00135,2023-08-14,8,August,33,DMart-Pune-3,Pune,Household,Wheat,2,206,0.02,403.76,113.83,Wallet
ORD00136,2023-03-31,3,March,13,DMart-Nagpur-3,Nagpur,Dairy,Eggs,5,422,0.28,1519.2,447.1,Card
ORD00137,2023-03-26,3,March,12,DMart-Nashik-1,Nashik,Personal Care,Shampoo,3,432,0.23,997.92,273.51,Cash
ORD00138,2023-08-28,8,August,35,DMart-Thane-2,Thane,Dairy,Sugar,2,406,0.27,592.76,139.46,Wallet
ORD00139,2023-10-13,10,October,41,DMart-Mumbai-2,Mumbai,Groceries,Biscuits,4,424,0.0,1696.0,259.3,Wallet
ORD00140,2023-07-08,7,July,27,DMart-Nagpur-2,Nagpur,Household,Shampoo,3,215,0.03,625.65,147.01,Cash
ORD00141,2023-11-14,11,November,46,DMart-Thane-2,Thane,Beverages,Tissue,5,488,0.07,2269.2,520.85,Wallet
ORD00142,2023-12-25,12,December,52,DMart-Pune-2,Pune,Personal Care,Toothpaste,2,79,0.01,156.42,45.24,Wallet
ORD00143,2023-03-01,3,March,9,DMart-Pune-3,Pune,Dairy,Oil,5,474,0.04,2275.2,404.37,Wallet
ORD00144,2023-10-28,10,October,43,DMart-Nagpur-1,Nagpur,Personal Care,Milk,1,355,0.26,262.7,51.98,Card
ORD00145,2023-01-17,1,January,3,DMart-Pune-3,Pune,Dairy,Biscuits,4,247,0.3,691.6,101.82,Cash
ORD00146,2023-12-18,12,December,51,DMart-Pune-1,Pune,Household,Biscuits,3,481,0.01,1428.57,256.61,Cash
ORD00147,2023-08-21,8,August,34,DMart-Pune-3,Pune,Dairy,Sugar,5,348,0.0,1740.0,191.6,UPI
ORD00148,2023-03-06,3,March,10,DMart-Nashik-2,Nashik,Groceries,Eggs,5,444,0.06,2086.8,453.41,UPI
ORD00149,2023-06-18,6,June,24,DMart-Mumbai-3,Mumbai,Household,Milk,3,21,0.27,45.99,13.65,Card
ORD00150,2023-03-31,3,March,13,DMart-Pune-1,Pune,Groceries,Oil,1,87,0.11,77.43,19.98,Card
ORD00151,2023-01-09,1,January,2,DMart-Mumbai-2,Mumbai,Beverages,Bread,2,46,0.23,70.84,13.05,Cash
ORD00152,2023-09-01,9,September,35,DMart-Pune-1,Pune,Beverages,Tea,5,282,0.03,1367.7,260.41,Cash
ORD00153,2023-12-04,12,December,49,DMart-Nashik-2,Nashik,Beverages,Detergent,1,254,0.01,251.46,75.37,Wallet
ORD00154,2023-08-07,8,August,32,DMart-Pune-3,Pune,Personal Care,Oil,4,384,0.02,1505.28,421.26,UPI
ORD00155,2023-02-03,2,February,5,DMart-Nagpur-1,Nagpur,Beverages,Milk,5,339,0.17,1406.85,341.06,Card
ORD00156,2023-08-21,8,August,34,DMart-Nashik-2,Nashik,Household,Detergent,1,240,0.25,180.0,43.26,UPI
ORD00157,2023-08-09,8,August,32,DMart-Nagpur-1,Nagpur,Dairy,Tea,3,231,0.26,512.82,97.79,Cash
ORD00158,2023-06-10,6,June,23,DMart-Thane-2,Thane,Beverages,Juice,3,360,0.11,961.2,279.44,Wallet
ORD00159,2023-02-04,2,February,5,DMart-Pune-3,Pune,Groceries,Sugar,4,67,0.03,259.96,64.71,UPI
ORD00160,2023-10-12,10,October,41,DMart-Nagpur-1,Nagpur,Household,Wheat,5,307,0.1,1381.5,323.27,Card
ORD00161,2023-12-07,12,December,49,DMart-Thane-1,Thane,Groceries,Juice,5,167,0.09,759.85,129.42,UPI
ORD00162,2023-03-21,3,March,12,DMart-Pune-3,Pune,Dairy,Coffee,1,453,0.11,403.17,108.48,Cash
ORD00163,2023-05-23,5,May,21,DMart-Thane-1,Thane,Personal Care,Soap,5,452,0.24,1717.6,452.91,Cash
ORD00164,2023-11-08,11,November,45,DMart-Nashik-3,Nashik,Groceries,Shampoo,3,112,0.22,262.08,66.17,Card
ORD00165,2023-06-29,6,June,26,DMart-Mumbai-2,Mumbai,Dairy,Rice,2,465,0.18,762.6,176.52,UPI
ORD00166,2023-11-21,11,November,47,DMart-Nagpur-2,Nagpur,Groceries,Rice,5,402,0.06,1889.4,331.1,Card
ORD00167,2023-03-22,3,March,12,DMart-Thane-1,Thane,Beverages,Biscuits,3,389,0.24,886.92,255.68,Cash
ORD00168,2023-01-27,1,January,4,DMart-Pune-2,Pune,Dairy,Milk,5,406,0.01,2009.7,471.86,Wallet
ORD00169,2023-12-05,12,December,49,DMart-Nashik-1,Nashik,Personal Care,Juice,4,330,0.13,1148.4,177.58,Cash
ORD00170,2023-06-26,6,June,26,DMart-Pune-2,Pune,Groceries,Juice,5,165,0.15,701.25,144.03,Cash
ORD00171,2023-04-23,4,April,16,DMart-Pune-1,Pune,Household,Water,1,48,0.06,45.12,7.23,UPI
ORD00172,2023-05-11,5,May,19,DMart-Mumbai-3,Mumbai,Beverages,Toothpaste,1,81,0.15,68.85,17.17,UPI
ORD00173,2023-07-14,7,July,28,DMart-Pune-3,Pune,Dairy,Tissue,5,276,0.26,1021.2,238.56,Cash
ORD00174,2023-07-23,7,July,29,DMart-Pune-3,Pune,Personal Care,Wheat,4,29,0.29,82.36,9.52,Wallet
ORD00175,2023-10-21,10,October,42,DMart-Pune-3,Pune,Personal Care,Water,1,168,0.12,147.84,15.4,UPI
ORD00176,2023-11-13,11,November,46,DMart-Nagpur-1,Nagpur,Beverages,Tea,4,65,0.27,189.8,23.0,Wallet
ORD00177,2023-09-26,9,September,39,DMart-Pune-3,Pune,Personal Care,Sugar,3,465,0.23,1074.15,180.35,UPI
ORD00178,2023-02-09,2,February,6,DMart-Pune-3,Pune,Groceries,Detergent,5,291,0.06,1367.7,384.58,Card
ORD00179,2023-11-27,11,November,48,DMart-Thane-1,Thane,Dairy,Milk,2,72,0.08,132.48,18.47,UPI
ORD00180,2023-12-02,12,December,48,DMart-Nashik-1,Nashik,Dairy,Sugar,4,415,0.14,1427.6,358.17,Wallet
ORD00181,2023-12-15,12,December,50,DMart-Thane-2,Thane,Beverages,Chips,4,97,0.02,380.24,73.68,Card
ORD00182,2023-05-21,5,May,20,DMart-Mumbai-1,Mumbai,Beverages,Wheat,1,279,0.09,253.89,48.84,Cash
ORD00183,2023-07-08,7,July,27,DMart-Nagpur-1,Nagpur,Groceries,Toothpaste,1,350,0.19,283.5,62.03,Wallet
ORD00184,2023-10-25,10,October,43,DMart-Thane-1,Thane,Groceries,Tissue,5,250,0.2,1000.0,137.65,Wallet
ORD00185,2023-09-14,9,September,37,DMart-Pune-3,Pune,Groceries,Milk,1,250,0.25,187.5,52.47,Cash
ORD00186,2023-09-16,9,September,37,DMart-Thane-1,Thane,Groceries,Bread,4,146,0.14,502.24,102.87,UPI
ORD00187,2023-07-06,7,July,27,DMart-Thane-1,Thane,Beverages,Biscuits,4,218,0.24,662.72,111.12,Cash
ORD00188,2023-11-20,11,November,47,DMart-Pune-2,Pune,Groceries,Chips,1,188,0.17,156.04,36.77,Card
ORD00189,2023-12-03,12,December,48,DMart-Pune-3,Pune,Beverages,Milk,5,61,0.21,240.95,30.91,Card
ORD00190,2023-12-02,12,December,48,DMart-Thane-2,Thane,Dairy,Water,1,324,0.09,294.84,62.44,Card
ORD00191,2023-03-07,3,March,10,DMart-Pune-3,Pune,Groceries,Detergent,4,350,0.16,1176.0,202.7,Card
ORD00192,2023-04-03,4,April,14,DMart-Mumbai-3,Mumbai,Beverages,Eggs,4,412,0.06,1549.12,225.1,UPI
ORD00193,2023-02-09,2,February,6,DMart-Nagpur-3,Nagpur,Groceries,Toothpaste,5,279,0.26,1032.3,255.73,Cash
ORD00194,2023-12-05,12,December,49,DMart-Mumbai-3,Mumbai,Household,Chips,5,87,0.12,382.8,50.09,UPI
ORD00195,2023-08-13,8,August,32,DMart-Nashik-1,Nashik,Personal Care,Wheat,2,206,0.14,354.32,78.7,Wallet
ORD00196,2023-04-30,4,April,17,DMart-Pune-3,Pune,Dairy,Tissue,4,178,0.28,512.64,136.89,Wallet
ORD00197,2023-08-25,8,August,34,DMart-Nashik-2,Nashik,Personal Care,Toothpaste,5,277,0.13,1204.95,353.36,UPI
ORD00198,2023-11-06,11,November,45,DMart-Nashik-3,Nashik,Beverages,Milk,4,46,0.27,134.32,23.4,Cash
ORD00199,2023-12-31,12,December,52,DMart-Nagpur-2,Nagpur,Groceries,Detergent,1,165,0.24,125.4,16.56,UPI
ORD00200,2023-08-12,8,August,32,DMart-Mumbai-1,Mumbai,Dairy,Sugar,4,438,0.28,1261.44,214.34,Wallet
ORD00201,2023-01-28,1,January,4,DMart-Pune-3,Pune,Household,Water,2,211,0.12,371.36,111.0,UPI
ORD00202,2023-01-15,1,January,2,DMart-Mumbai-1,Mumbai,Groceries,Chips,3,449,0.25,1010.25,130.53,Card
ORD00203,2023-08-30,8,August,35,DMart-Mumbai-1,Mumbai,Personal Care,Milk,5,249,0.0,1245.0,350.06,Card
ORD00204,2023-04-21,4,April,16,DMart-Nashik-1,Nashik,Household,Milk,5,392,0.16,1646.4,304.01,Card
ORD00205,2023-05-02,5,May,18,DMart-Thane-1,Thane,Groceries,Toothpaste,2,44,0.13,76.56,17.44,Wallet
ORD00206,2023-02-02,2,February,5,DMart-Thane-1,Thane,Personal Care,Oil,5,325,0.0,1625.0,367.89,UPI
ORD00207,2023-03-15,3,March,11,DMart-Nagpur-1,Nagpur,Personal Care,Toothpaste,5,20,0.11,89.0,13.18,UPI
ORD00208,2023-12-07,12,December,49,DMart-Nagpur-3,Nagpur,Household,Sugar,1,204,0.3,142.8,29.3,Cash
ORD00209,2023-07-19,7,July,29,DMart-Mumbai-1,Mumbai,Groceries,Coffee,4,345,0.11,1228.2,185.13,Card
ORD00210,2023-02-04,2,February,5,DMart-Nashik-1,Nashik,Dairy,Biscuits,1,395,0.24,300.2,64.96,Card
ORD00211,2023-03-10,3,March,10,DMart-Nashik-2,Nashik,Beverages,Wheat,3,299,0.26,663.78,151.71,Wallet
ORD00212,2023-12-23,12,December,51,DMart-Nagpur-2,Nagpur,Dairy,Coffee,2,435,0.02,852.6,207.36,Cash
